household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,stunting_flag,risk_score,risk_label
HH01265,-1.91228,30.07653,Nyarugenge,Gitega,1,0,1,piped,3,2,0,0.0095,Low
HH01266,-2.038,30.02581,Nyarugenge,Kimisagara,1,2,1,piped,2,2,0,0.2977,Low
HH01267,-2.01514,30.10026,Nyarugenge,Nyamirambo,1,3,2,piped,2,1,0,0.2507,Low
HH01268,-1.82843,30.14636,Gasabo,Bumbogo,1,0,2,piped,3,2,0,0.0007,Low
HH01269,-1.90436,30.00942,Nyarugenge,Nyamirambo,1,4,2,piped,1,2,0,0.5819,High
HH01270,-1.87041,30.07444,Gasabo,Remera,0,3,1,piped,1,2,0,0.8882,High
HH01271,-1.8917,30.09319,Gasabo,Bumbogo,0,1,2,protected_well,2,2,0,0.1318,Low
HH01272,-2.17517,30.05591,Bugesera,Juru,0,3,3,protected_well,3,3,0,0.0017,Low
HH01273,-1.97257,30.06516,Kicukiro,Kagarama,1,2,1,piped,3,1,0,0.1931,Low
HH01274,-1.99915,30.0285,Kicukiro,Kagarama,0,1,1,protected_well,1,2,1,0.942,High
HH01275,-1.90401,30.07048,Gasabo,Remera,0,3,3,unprotected_well,2,3,0,0.1352,Low
HH01276,-2.0009,30.44476,Rwamagana,Munyaga,1,1,3,piped,3,4,0,0.0,Low
HH01277,-1.94012,30.07752,Kicukiro,Gahanga,1,4,1,piped,3,2,0,0.2264,Low
HH01278,-1.88687,30.12942,Gasabo,Kinyinya,0,0,3,protected_well,2,4,0,0.0002,Low
HH01279,-1.83464,30.12624,Nyarugenge,Rwezamenyo,1,4,3,unprotected_well,3,3,0,0.0439,Low
HH01280,-2.15395,30.18634,Bugesera,Mareba,1,1,3,piped,2,3,0,0.0002,Low
HH01281,-2.11683,30.12763,Bugesera,Mareba,0,4,1,piped,2,2,0,0.7004,High
HH01282,-1.94174,30.1581,Gasabo,Gasabo,1,4,3,river,3,3,0,0.3414,Medium
HH01283,-1.94324,30.05745,Gasabo,Gasabo,1,4,2,piped,3,4,0,0.0011,Low
HH01284,-1.91713,30.431,Rwamagana,Fumbwe,0,2,1,river,2,1,1,0.9996,High
HH01285,-1.96249,30.04432,Kicukiro,Kagarama,0,3,2,protected_well,3,2,0,0.0949,Low
HH01286,-1.97611,30.44637,Rwamagana,Gishari,0,1,2,protected_well,1,1,0,0.8453,High
HH01287,-2.02079,30.26781,Bugesera,Gashora,0,1,1,river,1,1,1,0.9999,High
HH01288,-1.96095,30.45016,Rwamagana,Gishari,1,2,3,piped,3,4,0,0.0,Low
HH01289,-1.96527,29.94773,Nyarugenge,Rwezamenyo,1,2,3,piped,2,4,0,0.0001,Low
HH01290,-2.0073,30.43956,Rwamagana,Fumbwe,0,4,3,unprotected_well,3,3,0,0.0439,Low
HH01291,-1.8948,30.47513,Rwamagana,Gishari,1,4,3,piped,3,3,0,0.0004,Low
HH01292,-2.10408,30.13058,Bugesera,Kamabuye,0,0,3,protected_well,1,2,0,0.0371,Low
HH01293,-1.88366,29.90778,Nyarugenge,Rwezamenyo,0,2,2,protected_well,3,2,0,0.0427,Low
HH01294,-1.94567,30.43885,Rwamagana,Fumbwe,0,1,3,protected_well,1,3,0,0.0197,Low
HH01295,-1.97833,30.02893,Nyarugenge,Kigali,0,0,1,piped,1,2,1,0.3803,Medium
HH01296,-1.8957,30.12939,Gasabo,Bumbogo,1,2,1,piped,2,2,0,0.2977,Low
HH01297,-1.84158,30.09109,Gasabo,Jabana,1,3,2,piped,2,4,0,0.0036,Low
HH01298,-1.88645,30.38402,Rwamagana,Nzige,1,2,3,piped,2,4,0,0.0001,Low
HH01299,-1.964,30.40452,Rwamagana,Nzige,0,4,3,protected_well,2,2,0,0.1279,Low
HH01300,-1.95434,30.07181,Gasabo,Remera,1,4,2,piped,3,3,0,0.0048,Low
HH01301,-1.95443,30.41937,Rwamagana,Munyaga,0,0,2,protected_well,2,1,0,0.2257,Low
HH01302,-1.8839,30.12731,Gasabo,Kinyinya,1,0,3,protected_well,2,3,0,0.0011,Low
HH01303,-2.11988,30.04779,Bugesera,Mwogo,0,0,2,river,1,3,1,0.9358,High
HH01304,-1.9358,30.20986,Gasabo,Remera,1,3,1,river,3,2,1,0.9944,High
HH01305,-2.00411,30.06772,Kicukiro,Niboye,1,0,1,piped,3,2,0,0.0095,Low
HH01306,-1.81191,30.06053,Nyarugenge,Kimisagara,1,0,2,protected_well,2,2,0,0.0607,Low
HH01307,-1.99802,30.43501,Rwamagana,Gahengeri,1,3,3,protected_well,2,4,0,0.0031,Low
HH01308,-1.96742,30.0823,Nyarugenge,Rwezamenyo,1,4,1,piped,3,3,0,0.061,Low
HH01309,-1.84709,30.159,Gasabo,Kinyinya,0,4,3,protected_well,2,4,0,0.0072,Low
HH01310,-2.18477,30.16227,Bugesera,Gashora,1,1,3,protected_well,2,3,0,0.0025,Low
HH01311,-2.09483,30.08058,Kicukiro,Gatenga,1,1,2,piped,3,3,0,0.0004,Low
HH01312,-2.13913,30.07511,Bugesera,Juru,1,0,2,protected_well,3,1,0,0.0352,Low
HH01313,-1.91955,30.16797,Kicukiro,Gahanga,1,4,3,protected_well,3,3,0,0.0041,Low
HH01314,-2.31781,30.14887,Bugesera,Juru,1,0,2,piped,3,4,0,0.0,Low
HH01315,-1.83344,30.39347,Rwamagana,Fumbwe,0,1,1,unprotected_well,2,1,1,0.9904,High
HH01316,-2.15682,30.03542,Bugesera,Juru,1,4,3,piped,3,4,0,0.0001,Low
HH01317,-2.04971,30.27246,Bugesera,Gashora,0,0,2,piped,3,1,0,0.0032,Low
HH01318,-1.96217,30.13234,Kicukiro,Kagarama,1,1,3,piped,2,3,0,0.0002,Low
HH01319,-2.14375,30.20029,Bugesera,Juru,0,2,1,protected_well,3,2,0,0.3745,Medium
HH01320,-1.96491,30.15877,Kicukiro,Gatenga,1,0,1,protected_well,2,3,0,0.1613,Low
HH01321,-1.87469,30.12679,Nyarugenge,Kigali,1,4,2,protected_well,3,3,0,0.0518,Low
HH01322,-1.93714,30.19964,Gasabo,Jabana,1,2,2,river,3,4,1,0.2185,Low
HH01323,-1.90396,30.04052,Gasabo,Remera,1,4,2,piped,3,2,0,0.0214,Low
HH01324,-2.19251,30.15109,Bugesera,Juru,0,3,3,piped,3,4,0,0.0,Low
HH01325,-1.88255,30.51287,Rwamagana,Nzige,1,2,2,piped,3,2,0,0.0039,Low
HH01326,-1.94875,30.24179,Nyarugenge,Gitega,1,1,2,piped,2,3,0,0.003,Low
HH01327,-2.13927,30.13649,Bugesera,Gashora,0,4,1,piped,3,3,0,0.061,Low
HH01328,-2.1394,30.2252,Bugesera,Mwogo,1,2,1,piped,3,1,0,0.1931,Low
HH01329,-1.94868,30.18826,Gasabo,Bumbogo,1,0,2,piped,3,2,0,0.0007,Low
HH01330,-1.93118,30.07339,Nyarugenge,Gitega,1,0,1,piped,2,1,0,0.2573,Low
HH01331,-1.86987,30.16432,Gasabo,Gasabo,1,2,3,piped,2,4,0,0.0001,Low
HH01332,-2.21003,30.10855,Bugesera,Gashora,0,4,2,protected_well,1,3,1,0.7769,High
HH01333,-1.92397,30.41655,Rwamagana,Fumbwe,0,2,2,unprotected_well,2,2,0,0.8009,High
HH01334,-1.99073,29.96053,Nyarugenge,Kigali,1,1,2,protected_well,2,2,0,0.1318,Low
HH01335,-2.03206,30.18449,Bugesera,Mareba,0,2,3,piped,2,3,0,0.0005,Low
HH01336,-2.02773,30.06619,Nyarugenge,Rwezamenyo,1,2,2,piped,3,2,0,0.0039,Low
HH01337,-1.94106,30.06789,Nyarugenge,Gitega,1,1,3,piped,3,1,0,0.0006,Low
HH01338,-2.21491,30.22991,Bugesera,Mareba,0,4,2,piped,1,3,0,0.2359,Low
HH01339,-1.93903,30.13461,Gasabo,Remera,1,2,3,protected_well,1,1,0,0.4891,Medium
HH01340,-2.17295,30.14101,Bugesera,Mareba,0,2,2,piped,1,1,1,0.5322,High
HH01341,-2.20633,30.1859,Bugesera,Gashora,0,2,2,unprotected_well,2,1,1,0.9477,High
HH01342,-2.02364,30.09708,Kicukiro,Kanombe,1,1,1,piped,1,3,1,0.2422,Low
HH01343,-2.00561,29.99077,Nyarugenge,Kimisagara,1,4,2,piped,3,3,0,0.0048,Low
HH01344,-1.97201,30.13822,Kicukiro,Gatenga,1,3,1,protected_well,1,2,1,0.989,High
HH01345,-1.99364,30.41556,Rwamagana,Nzige,0,4,3,piped,1,3,0,0.0225,Low
HH01346,-2.17231,30.18795,Bugesera,Gashora,0,4,2,unprotected_well,1,1,1,0.9987,High
HH01347,-2.02306,30.04025,Kicukiro,Kanombe,1,3,3,piped,2,1,0,0.0244,Low
HH01348,-1.95844,30.07234,Kicukiro,Kanombe,0,3,2,unprotected_well,3,2,1,0.5419,High
HH01349,-1.8731,30.1828,Gasabo,Remera,1,2,1,piped,3,2,0,0.0504,Low
HH01350,-2.02037,30.11589,Kicukiro,Gahanga,1,2,1,piped,3,4,0,0.0026,Low
HH01351,-2.087,30.48216,Rwamagana,Munyaga,0,0,1,unprotected_well,2,2,1,0.9072,High
HH01352,-1.84337,30.10763,Nyarugenge,Nyamirambo,1,3,1,piped,3,4,0,0.0061,Low
HH01353,-2.22704,30.2215,Bugesera,Kamabuye,0,2,2,unprotected_well,3,1,0,0.6943,High
HH01354,-2.02725,30.17846,Kicukiro,Kanombe,1,2,3,piped,3,4,0,0.0,Low
HH01355,-1.96619,29.94147,Kicukiro,Gahanga,1,3,3,piped,3,3,0,0.0002,Low
HH01356,-1.96263,30.13007,Kicukiro,Kanombe,0,1,2,protected_well,1,3,0,0.2119,Low
HH01357,-1.76249,30.00696,Gasabo,Jabana,0,3,2,piped,3,2,0,0.0092,Low
HH01358,-2.19064,30.16493,Bugesera,Mwogo,0,1,3,piped,2,1,0,0.0045,Low
HH01359,-1.96379,30.18692,Gasabo,Jabana,0,4,3,unprotected_well,1,1,1,0.9835,High
HH01360,-1.92776,30.45424,Rwamagana,Gahengeri,0,3,1,unprotected_well,2,1,1,0.9983,High
HH01361,-1.88017,29.99072,Nyarugenge,Rwezamenyo,1,4,1,piped,2,2,1,0.7004,High
HH01362,-2.12843,30.09534,Bugesera,Mwogo,0,3,1,river,1,2,1,0.9999,High
HH01363,-1.98453,30.00395,Nyarugenge,Kimisagara,1,1,2,piped,3,2,0,0.0017,Low
HH01364,-2.20568,30.24986,Bugesera,Juru,1,3,3,piped,2,3,0,0.0012,Low
HH01365,-1.95328,30.17354,Gasabo,Gasabo,0,3,2,protected_well,2,2,0,0.4557,Medium
HH01366,-1.89941,30.14276,Gasabo,Jabana,1,3,3,piped,2,4,0,0.0003,Low
HH01367,-2.17957,30.18773,Bugesera,Mareba,0,0,3,piped,2,3,0,0.0001,Low
HH01368,-2.13887,30.12644,Bugesera,Kamabuye,0,0,3,protected_well,1,1,0,0.1479,Low
HH01369,-1.91177,30.00924,Nyarugenge,Rwezamenyo,0,1,3,unprotected_well,1,3,0,0.1845,Low
HH01370,-2.02083,30.14171,Kicukiro,Gahanga,1,3,1,piped,3,2,0,0.1108,Low
HH01371,-1.91265,30.16226,Gasabo,Remera,1,3,2,piped,2,4,0,0.0036,Low
HH01372,-1.93705,30.14239,Kicukiro,Gatenga,0,2,1,unprotected_well,1,2,1,0.9977,High
HH01373,-1.87711,30.42043,Rwamagana,Gahengeri,0,2,3,unprotected_well,2,2,0,0.2308,Low
HH01374,-1.98899,30.00706,Kicukiro,Kanombe,1,0,3,protected_well,3,3,0,0.0001,Low
HH01375,-2.04514,30.07224,Kicukiro,Gahanga,0,0,3,piped,1,4,0,0.0002,Low
HH01376,-2.14316,30.16736,Bugesera,Mwogo,0,4,3,unprotected_well,1,2,1,0.9296,High
HH01377,-2.01147,30.08063,Nyarugenge,Rwezamenyo,1,1,3,piped,3,3,0,0.0,Low
HH01378,-1.90122,30.49649,Rwamagana,Gahengeri,0,2,1,unprotected_well,3,2,1,0.871,High
HH01379,-1.99422,30.08268,Nyarugenge,Nyamirambo,1,4,2,piped,2,2,0,0.1485,Low
HH01380,-2.08143,30.12853,Bugesera,Mwogo,0,0,3,unprotected_well,2,2,0,0.0516,Low
HH01381,-1.9906,30.07529,Kicukiro,Kanombe,1,2,2,piped,2,3,0,0.007,Low
HH01382,-2.18919,30.16655,Bugesera,Mwogo,0,0,3,protected_well,1,3,0,0.0085,Low
HH01383,-2.01565,30.38518,Rwamagana,Gishari,0,0,3,piped,2,3,0,0.0001,Low
HH01384,-1.97026,30.13239,Kicukiro,Kagarama,1,4,3,piped,3,4,0,0.0001,Low
HH01385,-1.98898,30.35599,Rwamagana,Fumbwe,0,0,2,piped,2,3,0,0.0013,Low
HH01386,-2.10881,30.14556,Bugesera,Mareba,0,0,1,unprotected_well,2,1,1,0.9778,High
HH01387,-2.16251,30.187,Bugesera,Mwogo,0,1,3,unprotected_well,3,4,0,0.0008,Low
HH01388,-1.94953,30.43474,Rwamagana,Gishari,0,2,3,unprotected_well,1,3,0,0.347,Medium
HH01389,-1.95255,30.19836,Gasabo,Gasabo,0,1,1,unprotected_well,2,1,1,0.9904,High
HH01390,-2.21085,30.21971,Bugesera,Mwogo,0,4,2,protected_well,1,3,0,0.7769,High
HH01391,-2.01754,30.39476,Rwamagana,Gahengeri,1,2,3,unprotected_well,3,3,0,0.0083,Low
HH01392,-1.98262,30.0972,Gasabo,Bumbogo,1,0,3,piped,3,3,0,0.0,Low
HH01393,-2.13553,30.13412,Bugesera,Mwogo,1,1,1,piped,2,4,0,0.0088,Low
HH01394,-1.92601,30.03735,Kicukiro,Kanombe,1,0,2,river,2,2,1,0.8916,High
HH01395,-1.89438,30.18477,Gasabo,Gasabo,1,0,3,piped,3,3,0,0.0,Low
HH01396,-2.04383,30.11051,Bugesera,Juru,0,4,3,piped,2,4,0,0.0006,Low
HH01397,-2.23477,30.19124,Bugesera,Mareba,0,3,3,unprotected_well,1,3,0,0.5551,High
HH01398,-1.89419,30.11067,Gasabo,Bumbogo,0,4,1,piped,3,2,0,0.2264,Low
HH01399,-1.97514,30.4409,Rwamagana,Nzige,0,2,3,protected_well,1,3,0,0.045,Low
HH01400,-1.82055,30.1068,Gasabo,Gasabo,1,0,3,piped,3,3,0,0.0,Low
HH01401,-2.06627,30.10374,Kicukiro,Kanombe,1,0,2,piped,2,4,0,0.0003,Low
HH01402,-2.0731,30.19871,Bugesera,Kamabuye,0,0,2,protected_well,3,1,0,0.0352,Low
HH01403,-1.95992,30.02422,Nyarugenge,Kigali,1,3,1,piped,2,2,1,0.4988,Medium
HH01404,-1.98976,30.46888,Rwamagana,Gishari,1,2,1,protected_well,2,2,1,0.827,High
HH01405,-1.98916,30.54976,Rwamagana,Nzige,0,2,2,unprotected_well,3,3,0,0.1005,Low
HH01406,-1.94287,29.90592,Nyarugenge,Kigali,1,3,2,river,2,3,1,0.9594,High
HH01407,-1.90989,30.19349,Gasabo,Remera,0,2,3,unprotected_well,3,2,0,0.0362,Low
HH01408,-1.89746,30.06864,Nyarugenge,Kigali,0,4,1,unprotected_well,2,2,1,0.9966,High
HH01409,-2.16043,30.16831,Bugesera,Mareba,0,2,3,protected_well,2,4,0,0.0013,Low
HH01410,-1.9557,30.12584,Nyarugenge,Gitega,1,0,3,piped,3,4,0,0.0,Low
HH01411,-2.12201,30.1129,Bugesera,Mwogo,0,3,1,piped,2,1,1,0.8177,High
HH01412,-1.97325,30.14675,Gasabo,Gasabo,1,2,2,piped,3,1,0,0.0175,Low
HH01413,-1.9777,30.45466,Rwamagana,Gahengeri,0,0,2,piped,3,1,0,0.0032,Low
HH01414,-1.92384,30.08604,Gasabo,Kinyinya,1,4,3,protected_well,2,3,0,0.0315,Low
HH01415,-2.01493,30.39584,Rwamagana,Nzige,0,1,2,protected_well,3,4,0,0.0009,Low
HH01416,-1.9498,30.58816,Rwamagana,Nzige,0,4,1,unprotected_well,2,2,1,0.9966,High
HH01417,-2.22955,30.18563,Bugesera,Juru,0,0,2,protected_well,1,2,0,0.3405,Medium
HH01418,-1.87484,30.40475,Rwamagana,Nzige,0,2,2,piped,2,2,0,0.0306,Low
HH01419,-1.95154,29.9634,Nyarugenge,Gitega,1,4,3,protected_well,3,3,0,0.0041,Low
HH01420,-1.95418,30.2021,Gasabo,Kinyinya,1,0,3,protected_well,3,3,0,0.0001,Low
HH01421,-1.99077,30.38096,Rwamagana,Gahengeri,0,2,3,protected_well,1,1,0,0.4891,Medium
HH01422,-1.89269,30.01341,Gasabo,Bumbogo,1,2,3,piped,2,4,0,0.0001,Low
HH01423,-1.93017,30.04133,Nyarugenge,Gitega,1,1,2,piped,2,1,0,0.0572,Low
HH01424,-2.08235,30.01472,Kicukiro,Gahanga,1,4,2,piped,3,3,0,0.0048,Low
HH01425,-1.87987,30.07357,Nyarugenge,Gitega,1,0,2,protected_well,1,2,0,0.3405,Medium
HH01426,-1.91958,30.04913,Kicukiro,Gatenga,1,3,2,piped,3,4,0,0.0005,Low
HH01427,-1.80543,30.07913,Nyarugenge,Rwezamenyo,1,0,2,piped,3,3,0,0.0002,Low
HH01428,-2.25554,30.15562,Bugesera,Gashora,1,0,1,piped,2,2,0,0.0714,Low
HH01429,-1.98935,30.10349,Kicukiro,Gatenga,1,2,1,piped,3,2,0,0.0504,Low
HH01430,-1.96651,30.41825,Rwamagana,Gishari,0,4,2,protected_well,1,2,1,0.9401,High
HH01431,-2.09506,30.07222,Kicukiro,Gahanga,0,2,3,unprotected_well,2,3,0,0.0624,Low
HH01432,-1.91083,30.11878,Gasabo,Gasabo,1,3,3,protected_well,2,3,0,0.0137,Low
HH01433,-1.88017,30.10364,Gasabo,Remera,1,1,3,protected_well,1,3,0,0.0197,Low
HH01434,-1.98578,30.3523,Rwamagana,Munyaga,0,1,3,unprotected_well,2,3,0,0.0276,Low
HH01435,-1.89545,30.12892,Gasabo,Jabana,1,4,3,piped,1,3,0,0.0225,Low
HH01436,-1.89977,29.95281,Nyarugenge,Kigali,0,0,1,protected_well,3,3,0,0.0235,Low
HH01437,-2.14167,30.08243,Bugesera,Kamabuye,0,1,2,protected_well,1,3,0,0.2119,Low
HH01438,-1.97031,30.07696,Nyarugenge,Kimisagara,1,0,2,piped,3,2,0,0.0007,Low
HH01439,-2.03327,30.44594,Rwamagana,Munyaga,1,0,3,piped,3,4,0,0.0,Low
HH01440,-1.88731,30.10231,Gasabo,Bumbogo,1,4,3,piped,3,3,0,0.0004,Low
HH01441,-2.05734,30.11408,Kicukiro,Niboye,1,4,1,protected_well,3,2,0,0.7676,High
HH01442,-1.78061,30.36187,Rwamagana,Fumbwe,0,1,3,protected_well,3,3,0,0.0003,Low
HH01443,-2.00223,30.17475,Kicukiro,Kanombe,1,2,3,piped,3,4,0,0.0,Low
HH01444,-2.05354,30.09658,Kicukiro,Kanombe,1,1,2,protected_well,2,2,0,0.1318,Low
HH01445,-1.74834,30.21376,Gasabo,Kinyinya,1,4,1,piped,1,2,1,0.9491,High
HH01446,-2.01761,30.08398,Kicukiro,Niboye,0,2,3,piped,2,1,0,0.0105,Low
HH01447,-2.19331,30.1257,Bugesera,Mwogo,0,1,3,protected_well,2,3,0,0.0025,Low
HH01448,-1.76841,30.19941,Gasabo,Bumbogo,0,1,2,protected_well,1,4,0,0.0563,Low
HH01449,-1.9329,30.10101,Gasabo,Remera,0,3,2,unprotected_well,3,1,0,0.8421,High
HH01450,-1.97826,30.03195,Nyarugenge,Nyamirambo,1,0,3,piped,2,1,0,0.0019,Low
HH01451,-1.94728,29.98132,Nyarugenge,Nyamirambo,1,3,2,protected_well,3,3,0,0.0227,Low
HH01452,-2.03535,30.23681,Bugesera,Juru,0,2,1,protected_well,1,1,1,0.9942,High
HH01453,-2.11664,30.17728,Bugesera,Mareba,0,2,2,river,2,3,1,0.9096,High
HH01454,-1.8854,30.10852,Kicukiro,Kanombe,0,2,3,river,2,3,0,0.4288,Medium
HH01455,-1.99743,30.44148,Rwamagana,Fumbwe,0,0,1,unprotected_well,2,1,1,0.9778,High
HH01456,-1.8986,29.97609,Nyarugenge,Rwezamenyo,0,3,3,unprotected_well,3,4,0,0.0043,Low
HH01457,-1.95763,30.40589,Rwamagana,Munyaga,0,3,1,protected_well,2,1,1,0.9806,High
HH01458,-2.02791,30.44304,Rwamagana,Munyaga,0,1,2,piped,3,1,0,0.0075,Low
HH01459,-2.03714,30.09454,Kicukiro,Niboye,0,4,3,piped,1,3,0,0.0225,Low
HH01460,-2.02272,30.02699,Kicukiro,Gahanga,1,4,1,piped,3,2,0,0.2264,Low
HH01461,-1.86802,30.13297,Gasabo,Gasabo,1,2,2,piped,1,3,0,0.053,Low
HH01462,-1.94172,30.23449,Kicukiro,Gatenga,0,2,3,piped,1,2,0,0.0185,Low
HH01463,-1.84206,30.3273,Rwamagana,Munyaga,1,4,3,piped,1,3,0,0.0225,Low
HH01464,-2.01455,30.07725,Gasabo,Kinyinya,0,3,2,unprotected_well,1,2,1,0.9869,High
HH01465,-2.00871,30.06515,Nyarugenge,Kigali,0,1,1,piped,2,2,0,0.1529,Low
HH01466,-1.97402,30.37899,Rwamagana,Nzige,0,1,3,piped,2,3,0,0.0002,Low
HH01467,-1.85643,30.12373,Gasabo,Gasabo,1,0,3,piped,3,3,0,0.0,Low
HH01468,-1.95878,30.13392,Nyarugenge,Nyamirambo,1,3,2,piped,3,2,0,0.0092,Low
HH01469,-1.8839,30.06258,Gasabo,Gasabo,1,0,3,piped,3,4,0,0.0,Low
HH01470,-1.94353,30.06144,Nyarugenge,Kimisagara,1,3,1,piped,3,2,0,0.1108,Low
HH01471,-2.00369,30.1804,Kicukiro,Kagarama,0,2,1,protected_well,2,2,0,0.827,High
HH01472,-1.82617,30.22637,Gasabo,Remera,0,3,1,protected_well,1,2,1,0.989,High
HH01473,-2.08636,30.03837,Nyarugenge,Nyamirambo,0,3,1,piped,2,2,0,0.4988,Medium
HH01474,-2.09298,30.05703,Kicukiro,Gahanga,1,2,2,piped,3,2,0,0.0039,Low
HH01475,-1.98199,30.20165,Kicukiro,Kagarama,1,4,3,piped,3,4,0,0.0001,Low
HH01476,-1.83178,30.07479,Gasabo,Kinyinya,1,4,2,piped,3,3,0,0.0048,Low
HH01477,-1.85944,30.06076,Nyarugenge,Kigali,1,2,3,piped,3,3,0,0.0001,Low
HH01478,-2.10592,30.2016,Bugesera,Mareba,1,3,3,piped,2,4,0,0.0003,Low
HH01479,-2.18349,30.23776,Bugesera,Mareba,0,3,3,protected_well,2,2,0,0.0588,Low
HH01480,-1.89548,30.14336,Gasabo,Kinyinya,0,1,3,unprotected_well,2,4,0,0.0062,Low
HH01481,-2.1489,30.16931,Bugesera,Kamabuye,0,2,2,protected_well,1,2,0,0.7401,High
HH01482,-1.95121,30.109,Kicukiro,Kanombe,1,1,2,piped,2,3,0,0.003,Low
HH01483,-1.91294,30.02224,Nyarugenge,Kimisagara,1,2,3,piped,3,3,0,0.0001,Low
HH01484,-1.91728,30.07612,Gasabo,Bumbogo,1,0,2,piped,3,1,0,0.0032,Low
HH01485,-1.94733,30.00472,Gasabo,Bumbogo,1,4,1,protected_well,3,2,0,0.7676,High
HH01486,-1.93106,30.09133,Gasabo,Remera,1,1,1,piped,3,2,0,0.0221,Low
HH01487,-2.11191,30.15864,Bugesera,Mareba,0,0,3,unprotected_well,2,2,0,0.0516,Low
HH01488,-1.9537,30.36717,Rwamagana,Nzige,0,3,2,piped,2,2,0,0.0691,Low
HH01489,-1.9394,30.02011,Nyarugenge,Kigali,1,4,1,piped,2,2,1,0.7004,High
HH01490,-2.21206,30.14935,Bugesera,Mwogo,0,1,2,unprotected_well,1,3,1,0.7521,High
HH01491,-1.98386,30.40098,Rwamagana,Nzige,1,4,3,piped,3,2,0,0.0016,Low
HH01492,-2.23689,30.1149,Bugesera,Juru,0,1,3,protected_well,3,3,0,0.0003,Low
HH01493,-2.00599,30.37638,Rwamagana,Nzige,1,3,2,piped,1,2,0,0.3721,Medium
HH01494,-1.93225,30.59606,Rwamagana,Fumbwe,0,1,2,unprotected_well,3,1,0,0.4916,Medium
HH01495,-1.8772,30.43627,Rwamagana,Gahengeri,0,4,3,protected_well,2,2,0,0.1279,Low
HH01496,-2.10948,30.12951,Bugesera,Gashora,0,0,1,protected_well,1,2,1,0.8738,High
HH01497,-1.98054,30.05074,Gasabo,Jabana,1,2,1,piped,3,2,0,0.0504,Low
HH01498,-1.93533,30.03313,Nyarugenge,Kimisagara,1,2,2,piped,3,2,0,0.0039,Low
HH01499,-2.12518,30.15643,Bugesera,Gashora,0,0,1,piped,3,1,0,0.0416,Low
HH01500,-1.9133,30.00811,Nyarugenge,Kigali,1,4,1,piped,2,2,0,0.7004,High
HH01501,-2.08584,30.19625,Kicukiro,Niboye,1,4,3,unprotected_well,2,3,0,0.2685,Low
HH01502,-1.88966,30.14245,Gasabo,Kinyinya,1,4,2,piped,1,3,0,0.2359,Low
HH01503,-1.98295,30.44587,Rwamagana,Nzige,0,3,2,unprotected_well,1,1,1,0.9971,High
HH01504,-1.8893,30.08214,Kicukiro,Niboye,1,1,2,piped,3,4,0,0.0001,Low
HH01505,-1.86818,30.14923,Kicukiro,Niboye,1,2,2,piped,3,2,0,0.0039,Low
HH01506,-1.98457,30.03446,Nyarugenge,Gitega,1,4,3,piped,1,2,0,0.0941,Low
HH01507,-1.92968,30.04376,Nyarugenge,Kimisagara,1,3,2,protected_well,3,4,0,0.0051,Low
HH01508,-1.85528,30.41868,Rwamagana,Gishari,1,0,2,unprotected_well,3,4,0,0.0045,Low
HH01509,-1.80839,30.39808,Rwamagana,Munyaga,1,1,2,protected_well,3,3,0,0.0042,Low
HH01510,-1.97024,30.1052,Gasabo,Bumbogo,1,4,3,piped,3,2,0,0.0016,Low
HH01511,-1.84193,29.97363,Nyarugenge,Gitega,1,2,2,piped,3,3,0,0.0009,Low
HH01512,-1.96688,30.12534,Gasabo,Jabana,0,3,3,piped,2,1,0,0.0244,Low
HH01513,-1.80764,30.07325,Gasabo,Jabana,1,0,3,protected_well,3,2,0,0.0006,Low
HH01514,-1.88707,30.1054,Kicukiro,Kagarama,1,3,2,piped,3,4,0,0.0005,Low
HH01515,-1.86289,30.12314,Kicukiro,Gahanga,1,3,3,piped,3,3,0,0.0002,Low
HH01516,-2.22446,30.20487,Bugesera,Juru,0,1,2,piped,2,3,0,0.003,Low
HH01517,-1.90804,30.04663,Gasabo,Jabana,1,4,2,piped,3,2,0,0.0214,Low
HH01518,-1.96194,30.09992,Gasabo,Remera,0,2,1,protected_well,3,2,0,0.3745,Medium
HH01519,-1.98068,30.3743,Rwamagana,Munyaga,0,1,3,piped,2,3,0,0.0002,Low
HH01520,-1.93271,30.08034,Gasabo,Kinyinya,1,0,3,unprotected_well,1,4,0,0.0209,Low
HH01521,-1.96503,30.10166,Kicukiro,Gatenga,1,0,3,piped,3,3,0,0.0,Low
HH01522,-1.94854,30.42885,Rwamagana,Munyaga,0,1,2,unprotected_well,3,2,0,0.1766,Low
HH01523,-1.92724,30.17642,Gasabo,Gasabo,0,1,2,piped,3,2,0,0.0017,Low
HH01524,-1.86593,30.10989,Kicukiro,Kagarama,1,2,2,piped,3,4,0,0.0002,Low
HH01525,-2.00158,30.38109,Rwamagana,Gahengeri,1,0,3,piped,2,3,0,0.0001,Low
HH01526,-1.90867,30.43893,Rwamagana,Gishari,1,0,2,piped,2,1,0,0.0252,Low
HH01527,-1.99442,30.01164,Gasabo,Gasabo,1,4,1,piped,3,2,0,0.2264,Low
HH01528,-2.25397,30.23703,Bugesera,Juru,0,4,2,river,3,1,1,0.993,High
HH01529,-2.26913,30.12515,Bugesera,Mwogo,1,3,3,protected_well,2,2,0,0.0588,Low
